SV_ID,Property_Name,BHK,Property_Type,City,USPs,OTA_Platform,Current_Title,Valid_Listing_URL
75,Princess,3,Villa,Lonavala,"Infinity Pool, Lawn",Agoda,StayVista's Princess - A Villa with Infinity Pool & Breathtaking Views,https://www.agoda.com/en-in/princess-villa-by-vista-rooms/hotel/pune-in.html
75,Princess,3,Villa,Lonavala,"Infinity Pool, Lawn",Airbnb,3BR |Pool+Lawn|StayVista| Princess Villa@Lonavala,https://www.airbnb.co.in/rooms/1217140775649212419
75,Princess,3,Villa,Lonavala,"Infinity Pool, Lawn",Booking.com,StayVista's Princess - A Villa with Infinity Pool & Breathtaking Views,https://www.booking.com/hotel/in/princess-villa-lonavala.html
75,Princess,3,Villa,Lonavala,"Infinity Pool, Lawn",MakeMyTrip,StayVista | Villa Princess,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091614188386&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
57,Santoni Farms,3,Villa,Karjat,"Pool, River View, Orchard",Agoda,"StayVista's Santoni Farms - Riverside Bliss with Pool, Orchard & Activities",https://www.agoda.com/en-in/santoni-farms/hotel/karjat-in.html
57,Santoni Farms,3,Villa,Karjat,"Pool, River View, Orchard",Airbnb,StayVista at Santoni Farms - 3 BR,https://www.airbnb.co.in/rooms/17819849
57,Santoni Farms,3,Villa,Karjat,"Pool, River View, Orchard",Booking.com,"StayVista's Santoni Farms - Riverside Bliss with Pool, Orchard & Activities",https://www.booking.com/hotel/in/santoni-farms-karjat.html
57,Santoni Farms,3,Villa,Karjat,"Pool, River View, Orchard",MakeMyTrip,StayVista | Santoni Farms Pool Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201812311710071317&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
29,Serene,3,Villa,Karjat,Plunge Pool,Agoda,Serene Villa by StayVista - A Hill-View Villa with Plunge pool,https://www.agoda.com/en-in/serene-by-vista-rooms/hotel/karjat-in.html
29,Serene,3,Villa,Karjat,Plunge Pool,Airbnb,StayVista at Serene w/ Pool - Karjat,https://www.airbnb.co.in/rooms/1588364350289160966
29,Serene,3,Villa,Karjat,Plunge Pool,Booking.com,Serene Villa by StayVista - A Hill-View Villa with Plunge pool,https://www.booking.com/hotel/in/3bhk-villa-in-karjat.html
29,Serene,3,Villa,Karjat,Plunge Pool,MakeMyTrip,StayVista | Vista Serene 3 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202104011946227630&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
125,La Petite Maison,3,Villa,Lonavala,"Mountain View, Valley View, Lawn",Agoda,StayVista at La Petite Maison,https://www.agoda.com/en-in/la-petite-maison/hotel/lonavala-in.html
125,La Petite Maison,3,Villa,Lonavala,"Mountain View, Valley View, Lawn",Airbnb,3BR Mountain View | StayVista La Petite | Lonavala,https://www.airbnb.co.in/rooms/22575625
125,La Petite Maison,3,Villa,Lonavala,"Mountain View, Valley View, Lawn",Booking.com,"La Petite Maison Villa by VEO, StayVista - 3BHK with Valley View & Lawn",https://www.booking.com/hotel/in/la-petite-maison.html
125,La Petite Maison,3,Villa,Lonavala,"Mountain View, Valley View, Lawn",MakeMyTrip,StayVista | La Petite Maison 3 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201802131542209732&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
121,Stone  Bezze,2,House,Nashik,"Mountain View, Lake View, Jacuzzi, Lawn, Bonfire",Agoda,Stone House Bezze by StayVista with Lake view & Lawn - your perfect getaway,https://www.agoda.com/en-in/the-stone-house-2bhk-w-jacuzzi-near-sula-vineyards/hotel/nasik-in.html
121,Stone  Bezze,2,House,Nashik,"Mountain View, Lake View, Jacuzzi, Lawn, Bonfire",Airbnb,2BR StayVista Stone House Bezze@Nashik,https://www.airbnb.co.in/rooms/23407148
121,Stone  Bezze,2,House,Nashik,"Mountain View, Lake View, Jacuzzi, Lawn, Bonfire",Booking.com,"The Stone House in Beze by VEO, StayVista - 2BHK with Mountain View & Bonfire",https://www.booking.com/hotel/in/beze-the-stone-house-nashik.html
121,Stone  Bezze,2,House,Nashik,"Mountain View, Lake View, Jacuzzi, Lawn, Bonfire",MakeMyTrip,StayVista | The Stone House In Beze,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901141906422989&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
150,Moksh,4,Villa,India,"Jacuzzi, BBQ",Agoda,StayVista at Moksh Villa - BBQ & Jacuzzi,https://www.agoda.com/en-in/moksh/hotel/zirad-in.html
150,Moksh,4,Villa,India,"Jacuzzi, BBQ",Airbnb,StayVista at Moksh Villa - 4BR -Jacuzzi & TT Table,https://www.airbnb.co.in/rooms/1730870489567411287
150,Moksh,4,Villa,India,"Jacuzzi, BBQ",Booking.com,StayVista's Moksh Villa - 4BHK with Pickle Ball & Sauna,https://www.booking.com/hotel/in/vista-moksh-villa.html
150,Moksh,4,Villa,India,"Jacuzzi, BBQ",MakeMyTrip,StayVista | Moksh 4 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901101244594913&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
107,EL,4,Villa,Lonavala,"Pool, Lawn",Agoda,El House by StayVista - Unwind in a Villa w/ Pool,https://www.agoda.com/en-in/el-house-by-vista-rooms/hotel/lonavala-in.html
107,EL,4,Villa,Lonavala,"Pool, Lawn",Airbnb,4bhk- Pvt Pool+Lawn-El House @Lonavala,https://www.airbnb.co.in/rooms/23135024
107,EL,4,Villa,Lonavala,"Pool, Lawn",Booking.com,El House by StayVista - Unwind in a Villa with Pool and Lush Lawn,https://www.booking.com/hotel/in/el-house-by-vista.html
107,EL,4,Villa,Lonavala,"Pool, Lawn",MakeMyTrip,StayVista | EL House 4 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091226204920&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
142,Retreat on Cloud 9 Homestay,2,Villa,Lonavala,Orchard,Agoda,Cosy Homestay by StayVista - A Tranquil Retreat on Cloud 9,https://www.agoda.com/en-in/retreat-on-cloud-9-by-vista-rooms/hotel/lonavala-in.html
142,Retreat on Cloud 9 Homestay,2,Villa,Lonavala,Orchard,Airbnb,Retreat on Cloud 9 Homestay with Vintage rooms,https://www.airbnb.co.in/rooms/24479920
142,Retreat on Cloud 9 Homestay,2,Villa,Lonavala,Orchard,Booking.com,StayVista's Retreat on Cloud 9 Homestay - 2BHK Mountain-View Homestay with Orchard,https://www.booking.com/hotel/in/retreat-on-cloud-9-lonavala.html
142,Retreat on Cloud 9 Homestay,2,Villa,Lonavala,Orchard,MakeMyTrip,StayVista | 2 BHK Retreat On Cloud 9 Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091424516381&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
462,Casa del Verde,4,Villa,Alibaug,"Private Pool, Lawn, Bonfire",Agoda,StayVista at Casa del Verde,https://www.agoda.com/4bhk-private-pool-near-sula-vineyards/hotel/alibaug-in.html
462,Casa del Verde,4,Villa,Alibaug,"Private Pool, Lawn, Bonfire",Airbnb,"4BR- @Casa Del Verde, w/pool, lawn &bonfire",https://www.airbnb.co.in/rooms/35356405
462,Casa del Verde,4,Villa,Alibaug,"Private Pool, Lawn, Bonfire",Booking.com,StayVista's Casa Del Verde - 4BHK Mountain-View Villa with Private Pool,https://www.booking.com/hotel/in/casa-del-verde-by-vista-rooms.html
462,Casa del Verde,4,Villa,Alibaug,"Private Pool, Lawn, Bonfire",MakeMyTrip,StayVista | Casa Del Verde 4 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281817296202&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
166,Le Sutra Great Escapes,3,Villa,Lonavala,Pool,Agoda,StayVista's Le Sutra Great Escapes - Geometrica,https://www.agoda.com/en-in/breeze-in-the-hills-3bhk-luxury-pool-villa/hotel/lonavala-in.html
166,Le Sutra Great Escapes,3,Villa,Lonavala,Pool,Airbnb,"Le Sutra Geometrica- 3BR Luxe Pool Villa, Lonavala",https://www.airbnb.co.in/rooms/43039748
166,Le Sutra Great Escapes,3,Villa,Lonavala,Pool,Booking.com,StayVista's Le Sutra Great Escapes - Geometrica - 3BHK Villa with Bar,https://www.booking.com/hotel/in/breeze-on-the-hill.html
166,Le Sutra Great Escapes,3,Villa,Lonavala,Pool,MakeMyTrip,StayVista | Le Sutra Great Escapes - Geometrica,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161617091478&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
100,Bungalow 89,4,Villa,Lonavala,Private Pool,Agoda,StayVista at Bungalow 89,https://www.agoda.com/en-in/bungalow-89/hotel/lonavala-in.html
100,Bungalow 89,4,Villa,Lonavala,Private Pool,Airbnb,4BR Scenic View Stay | Bungalow 89 Lonavala,https://www.airbnb.co.in/rooms/39373208
100,Bungalow 89,4,Villa,Lonavala,Private Pool,Booking.com,Bungalow 89 by StayVista - A hill-view villa adorned with eclectic interiors for a truly unique & captivating stay,https://www.booking.com/hotel/in/bungalow-89.html
100,Bungalow 89,4,Villa,Lonavala,Private Pool,MakeMyTrip,StayVista at Bungalow 89,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201911051733158719&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
288,Shivom  12,3,Villa,Lonavala,"Infinity Pool, Lake View, Bonfire",Agoda,Shivom Villa 12 by Vista Rooms,https://www.agoda.com/en-in/shivom-villa-12-by-vista-rooms/hotel/lonavala-in.html
288,Shivom  12,3,Villa,Lonavala,"Infinity Pool, Lake View, Bonfire",Airbnb,3R Villa w/infinity pool+bonfire-ShivomVilla@Pawna,https://www.airbnb.co.in/rooms/656086305778944797
288,Shivom  12,3,Villa,Lonavala,"Infinity Pool, Lake View, Bonfire",Booking.com,"Shivom Villa 12 - Pawna by Gram's, StayVista - 3BHK with Lake View & Infinity Pool",https://www.booking.com/hotel/in/shivom-villa-12-by-vista-rooms.html
288,Shivom  12,3,Villa,Lonavala,"Infinity Pool, Lake View, Bonfire",MakeMyTrip,StayVista | Shivom Villa 12,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201905251444585405&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
223,Greenwoods  10,5,Villa,Lonavala,Private Pool,Agoda,Greenwoods Ten by Vista Rooms,https://www.agoda.com/en-in/5bhk-greenwoods-with-pvt-pool-tt-table-games-h10572627/hotel/lonavala-in.html
223,Greenwoods  10,5,Villa,Lonavala,Private Pool,Airbnb,5BR|Pool|StayVista| Greenwoods Villa 10 @Lonavala,https://www.airbnb.co.in/rooms/655495556116702783
223,Greenwoods  10,5,Villa,Lonavala,Private Pool,Booking.com,"StayVista's Greenwoods Villa 10 - City-Center Villa with Private Pool, Terrace, Lift & Carrom Board",https://www.booking.com/hotel/in/greenwoods-villa-10.html
223,Greenwoods  10,5,Villa,Lonavala,Private Pool,MakeMyTrip,StayVista | 5 BHK Greenwoods Ten Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161132546958&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
221,Azul,4,Villa,Lonavala,"Pool, Jacuzzi, Lawn",Agoda,StayVista at Villa Azul,https://www.agoda.com/azul-4bhk-luxury-villa-with-pool-mini-theater/hotel/lonavala-in.html
221,Azul,4,Villa,Lonavala,"Pool, Jacuzzi, Lawn",Airbnb,"4bhk-Pool & Lawn -StayVista@Villa Azul, Lonavala",https://www.airbnb.co.in/rooms/1508607427164556350
221,Azul,4,Villa,Lonavala,"Pool, Jacuzzi, Lawn",Booking.com,StayVista's Villa Azul - 4BHK with Pool Table & Jacuzzi,https://www.booking.com/hotel/in/villa-azul.html
221,Azul,4,Villa,Lonavala,"Pool, Jacuzzi, Lawn",MakeMyTrip,Stayvista | Entire 4 BHK Villa Azul,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201732439088&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
209,Ashore,6,Villa,Goa,Infinity Pool,Agoda,Ashore by Vista Rooms,https://www.agoda.com/en-in/ashore-by-vista-rooms/hotel/goa-in.html
209,Ashore,6,Villa,Goa,Infinity Pool,Airbnb,6BR|Rooftop Pool+Beach View|StayVista| Ashore @Goa,https://www.airbnb.co.in/rooms/669967418523452574
209,Ashore,6,Villa,Goa,Infinity Pool,Booking.com,Ashore By Vista - Morjim by StayVista - 6BHK Beach-View Villa with Infinity Pool,https://www.booking.com/hotel/in/ashore-by-vista.html
209,Ashore,6,Villa,Goa,Infinity Pool,MakeMyTrip,StayVista | Ashore 6 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201812051412317595&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
302,Arcadia,3,Villa,Goa,Pool,Agoda,Villa Arcadia by Vista Rooms,https://www.agoda.com/villa-arcadia-by-vista-rooms/hotel/goa-in.html
302,Arcadia,3,Villa,Goa,Pool,Airbnb,3BR|Pvt Pool+Lux|StayVista| Arcadia Villa@Candolim,https://www.airbnb.co.in/rooms/1572932592590491421
302,Arcadia,3,Villa,Goa,Pool,Booking.com,StayVista's Villa Arcadia - Candolim - 3BHK with Pet Friendly & Alfresco Dining,https://www.booking.com/hotel/in/villa-arcadia.html
302,Arcadia,3,Villa,Goa,Pool,MakeMyTrip,StayVista |3 BHK Pool Villa Arcadia,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909121124584427&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
220,Meer,6,Villa,Nashik,"Pool, Lake View, Lawn",Agoda,StayVista at Villa Meer,https://www.agoda.com/en-in/5bhk-lake-view-pool-villa-near-sula-wine-tour/hotel/nasik-in.html
220,Meer,6,Villa,Nashik,"Pool, Lake View, Lawn",Airbnb,6BHK-Villa Meer-w/pool & Huge Lawn-Nashik,https://www.airbnb.co.in/rooms/36398399
220,Meer,6,Villa,Nashik,"Pool, Lake View, Lawn",Booking.com,StayVista's Villa Meer - 6BHK with Pet Friendly & Lake View,https://www.booking.com/hotel/in/casa-gris-nashik.html
220,Meer,6,Villa,Nashik,"Pool, Lake View, Lawn",MakeMyTrip,StayVista | Villa Meer,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091551135950&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,Agoda,StayVista at La Bougainvillea Heritage Home,https://www.agoda.com/en-in/la-bougainvillea/hotel/south-goa-in.html
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,Airbnb,StayVista at La Bougainvillea | Heritage Home,https://www.airbnb.co.in/rooms/549631663649644951
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,Booking.com,StayVista's La Bougainvillea - Heritage Home - 5BHK Villa with Private Pool & Bathtub,https://www.booking.com/hotel/in/la-bougainvillea.html
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,MakeMyTrip,StayVista at La Bougainvillea Heritage Home,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901101503358355&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
242,Cascades,3,Villa,Lonavala,"Pool, Mountain View, Lawn",Agoda,Cascades by Vista Rooms,https://www.agoda.com/en-in/cascades-by-vista-rooms/hotel/malavli-in.html
242,Cascades,3,Villa,Lonavala,"Pool, Mountain View, Lawn",Airbnb,3R+Pvt Pool+Lawn+StayVista Cascades@Lonavala,https://www.airbnb.co.in/rooms/1421515422003188762
242,Cascades,3,Villa,Lonavala,"Pool, Mountain View, Lawn",Booking.com,"Cascades Villa by VEO, StayVista - 3BHK with Pet Friendly & Mountain View",https://www.booking.com/hotel/in/cascades-by-vista-rooms.html
242,Cascades,3,Villa,Lonavala,"Pool, Mountain View, Lawn",MakeMyTrip,StayVista | Cascades 3 BHK Pool Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901071709535563&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
222,Greenwoods  5,5,Villa,Lonavala,"Private Pool, Lawn",Agoda,StayVista at Greenwoods Villa 5,https://www.agoda.com/en-in/5bhk-greenwoods-with-pvt-pool-tt-table-games-h10603209/hotel/lonavala-in.html
222,Greenwoods  5,5,Villa,Lonavala,"Private Pool, Lawn",Airbnb,5BR|Lawn+Pool|StayVista|Greenwoods Villa 5@Lonavla,https://www.airbnb.co.in/rooms/1559185170074047399
222,Greenwoods  5,5,Villa,Lonavala,"Private Pool, Lawn",Booking.com,"StayVista's Greenwoods Villa 5 - City-Center Villa with Private Pool, Terrace, Lift & Music System",https://www.booking.com/hotel/in/greenwoods-villa-5.html
222,Greenwoods  5,5,Villa,Lonavala,"Private Pool, Lawn",MakeMyTrip,StayVista | Greenwoods Five 5 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091559067780&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
282,The Kathguni,3,Villa,Manali,Lawn,Agoda,StayVista at The Kathguni House,https://www.agoda.com/en-in/the-kathguni-house-by-vista-rooms/hotel/manali-in.html
282,The Kathguni,3,Villa,Manali,Lawn,Airbnb,The Kathguni House | 3BHK Luxury Cottage with Lawn,https://www.airbnb.co.in/rooms/31177522
282,The Kathguni,3,Villa,Manali,Lawn,Booking.com,The Kathguni House by StayVista - Luxury Cottage with Lawn,https://www.booking.com/hotel/in/the-kathguni-house-by-vista-rooms.html
282,The Kathguni,3,Villa,Manali,Lawn,MakeMyTrip,StayVista | Kathguni House 3 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201903221217588326&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
317,Shubmann,3,Villa,Wada,"Private Pool, River View",Agoda,StayVista at Shubmann Villa with Pvt Pool & River View,https://www.agoda.com/en-in/shubmann-by-vista-rooms/hotel/mumbai-in.html
317,Shubmann,3,Villa,Wada,"Private Pool, River View",Airbnb,StayVista at Shubmann Villa w / River View - Wada,https://www.airbnb.co.in/rooms/32174190
317,Shubmann,3,Villa,Wada,"Private Pool, River View",Booking.com,StayVista's Shubmann Villa - Wada - 3BHK with River View & Private Pool,https://www.booking.com/hotel/in/shumann-by-vista-rooms-wada.html
317,Shubmann,3,Villa,Wada,"Private Pool, River View",MakeMyTrip,StayVista | Shubmann 3 BHK Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201905211619441589&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
373,The Hideout Farms,2,Villa,India,Pool,Agoda,StayVista at The Hideout Farms - Kurukshetra,https://www.agoda.com/the-hideout-by-vista-rooms/hotel/kharar-in.html
373,The Hideout Farms,2,Villa,India,Pool,Airbnb,StayVista at The Hideout Farms | 2BR Pool Villa,https://www.airbnb.co.in/rooms/33502735
373,The Hideout Farms,2,Villa,India,Pool,Booking.com,The Hideout Farms - Kurukshetra by StayVista - 2BHK Villa with Swimming Pool & Farm Experience,https://www.booking.com/hotel/in/hideout-by-vista-rooms.html
373,The Hideout Farms,2,Villa,India,Pool,MakeMyTrip,StayVista at The Hideout Farm,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281703073304&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
432,Padam Hill,3,Villa,Kasauli,Bonfire,Agoda,StayVista at Padam Hill,https://www.agoda.com/en-in/padam-hill-by-vista-rooms/hotel/kasauli-in.html
432,Padam Hill,3,Villa,Kasauli,Bonfire,Airbnb,3bhk Heritage Villa in Kasauli w/ Bonfire,https://www.airbnb.co.in/rooms/661373608736527784
432,Padam Hill,3,Villa,Kasauli,Bonfire,Booking.com,StayVista's Padam Hill - 3BHK Pet-Friendly Mountain-View Villa,https://www.booking.com/hotel/in/padam-hill-by-vista-rooms.html
432,Padam Hill,3,Villa,Kasauli,Bonfire,MakeMyTrip,StayVista at Padam Hill,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281930462472&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,"Pool, Lawn",Agoda,"Gram's at Shivom, Pawna Lake by StayVista",https://www.agoda.com/shivom-villa-3-by-vista-rooms/hotel/lonavala-in.html
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,"Pool, Lawn",Airbnb,"Gram's at Shivom, Pawna Lake by StayVista",https://www.airbnb.co.in/rooms/1365044094877344085
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,"Pool, Lawn",Booking.com,StayVista's Gram's at Shivom - Pawna - Shared Pool & Lawn,https://www.booking.com/hotel/in/shivom-villa-8.html
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,"Pool, Lawn",MakeMyTrip,"Gram's at Shivom, Pawna Lake by StayVista",https://www.makemytrip.com/hotels/hotel-details/?hotelId=202510081720513114&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
473,The Owl  by VEO,4,House,Jaipur,Lawn,Agoda,The Owl House by VEO - Part of StayVista,https://www.agoda.com/en-in/the-owl-house-by-vista-rooms/hotel/kalwad-kalan-and-khurd-in.html
473,The Owl  by VEO,4,House,Jaipur,Lawn,Airbnb,4BR|Peaceful stay|StayVista| The Owl House @Jaipur,https://www.airbnb.co.in/rooms/35590446
473,The Owl  by VEO,4,House,Jaipur,Lawn,Booking.com,"The Owl House by VEO, StayVista - 4BHK with Pet Friendly & Terrace",https://www.booking.com/hotel/in/the-owl-house-by-vista-rooms-jaipur.html
473,The Owl  by VEO,4,House,Jaipur,Lawn,MakeMyTrip,The Owl House by VEO - Part of StayVista,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909131841315734&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
308,Tall Silver,2,Villa,Coorg,Infinity Pool,Agoda,StayVista at Tall Silver,https://www.agoda.com/en-in/tall-silver-by-vista-rooms-h10696433/hotel/coorg-in.html
